Area,Item,Element,Year,Value,Unit
Mauritius,Cauliflowers and broccoli,Production,2000,2045,t
Mauritius,Cauliflowers and broccoli,Production,2001,2114,t
Mauritius,Cauliflowers and broccoli,Production,2002,2096,t
Mauritius,Cauliflowers and broccoli,Production,2003,1900,t
Mauritius,Cauliflowers and broccoli,Production,2004,3021,t
Mauritius,Cauliflowers and broccoli,Production,2005,2025,t
Mauritius,Cauliflowers and broccoli,Production,2006,1391,t
Mauritius,Cauliflowers and broccoli,Production,2007,1631,t
Mauritius,Cauliflowers and broccoli,Production,2008,1209,t
Mauritius,Cauliflowers and broccoli,Production,2009,1680,t
Mauritius,Cauliflowers and broccoli,Production,2010,1473,t
Mauritius,Cauliflowers and broccoli,Production,2011,1857,t
Mauritius,Cauliflowers and broccoli,Production,2012,1786,t
Mauritius,Cauliflowers and broccoli,Production,2013,2219,t
Mauritius,Cauliflowers and broccoli,Production,2014,2392,t
Mauritius,Cauliflowers and broccoli,Production,2015,2100,t
Mauritius,Cauliflowers and broccoli,Production,2016,2299.76,t
Mauritius,Cauliflowers and broccoli,Production,2017,2060,t
Mauritius,Cauliflowers and broccoli,Production,2018,1487,t
Mauritius,Cauliflowers and broccoli,Production,2019,824,t
Mauritius,Cauliflowers and broccoli,Production,2020,917,t
Mauritius,Cauliflowers and broccoli,Production,2021,1023,t
Mauritius,Cauliflowers and broccoli,Production,2022,1107,t
Mauritius,Cauliflowers and broccoli,Production,2023,2327,t
Mauritius,Chickens,Stocks,2000,7700,1000 An
Mauritius,Chickens,Stocks,2001,8900,1000 An
Mauritius,Chickens,Stocks,2002,9800,1000 An
Mauritius,Chickens,Stocks,2003,9800,1000 An
Mauritius,Chickens,Stocks,2004,10000,1000 An
Mauritius,Chickens,Stocks,2005,10500,1000 An
Mauritius,Chickens,Stocks,2006,10850,1000 An
Mauritius,Chickens,Stocks,2007,12750,1000 An
Mauritius,Chickens,Stocks,2008,13500,1000 An
Mauritius,Chickens,Stocks,2009,13650,1000 An
Mauritius,Chickens,Stocks,2010,14200,1000 An
Mauritius,Chickens,Stocks,2011,14300,1000 An
Mauritius,Chickens,Stocks,2012,14600,1000 An
Mauritius,Chickens,Stocks,2013,14500,1000 An
Mauritius,Chickens,Stocks,2014,14500,1000 An
Mauritius,Chickens,Stocks,2015,14694,1000 An
Mauritius,Chickens,Stocks,2016,14925,1000 An
Mauritius,Chickens,Stocks,2017,15215,1000 An
Mauritius,Chickens,Stocks,2018,15525,1000 An
Mauritius,Chickens,Stocks,2019,15837,1000 An
Mauritius,Chickens,Stocks,2020,16211,1000 An
Mauritius,Chickens,Stocks,2021,16351,1000 An
Mauritius,Chickens,Stocks,2022,16555,1000 An
Mauritius,Chickens,Stocks,2023,16759,1000 An
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2000,199,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2001,213,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2002,210,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2003,204,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2004,223,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2005,225,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2006,306,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2007,285,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2008,208,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2009,246,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2010,239,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2011,246,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2012,265,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2013,276,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2014,307,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2015,273,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2016,306,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2017,281,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2018,265,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2019,266,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2020,311,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2021,353,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2022,343,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Area harvested,2023,393,ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2000,4547.7,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2001,4840.4,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2002,3933.3,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2003,5176.5,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2004,6009,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2005,5195.6,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2006,4957.5,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2007,5045.6,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2008,4658.7,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2009,4991.9,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2010,5560.7,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2011,5622,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2012,5550.9,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2013,5405.8,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2014,5452.8,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2015,5461.5,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2016,6212.1,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2017,7224.2,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2018,5264.4,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2019,7473.7,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2020,8209,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2021,8334.3,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2022,8626.8,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Yield,2023,8071.2,kg/ha
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2000,905,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2001,1031,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2002,826,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2003,1056,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2004,1340,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2005,1169,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2006,1517,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2007,1438,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2008,969,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2009,1228,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2010,1329,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2011,1383,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2012,1471,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2013,1492,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2014,1674,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2015,1491,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2016,1902.9,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2017,2030,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2018,1395,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2019,1988,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2020,2553,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2021,2942,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2022,2959,t
Mauritius,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Production,2023,3172,t
Mauritius,Coconut oil,Production,2000,128,t
Mauritius,Coconut oil,Production,2001,128,t
Mauritius,Coconut oil,Production,2002,192,t
Mauritius,Coconut oil,Production,2003,192,t
Mauritius,Coconut oil,Production,2004,192,t
Mauritius,Coconut oil,Production,2005,12.8,t
Mauritius,Coconut oil,Production,2006,12.8,t
Mauritius,Coconut oil,Production,2007,12.8,t
Mauritius,Coconut oil,Production,2008,12.8,t
Mauritius,Coconut oil,Production,2009,12.8,t
Mauritius,Coconut oil,Production,2010,12.8,t
Mauritius,Coconut oil,Production,2011,12.8,t
Mauritius,Coconut oil,Production,2012,54.94,t
Mauritius,Coconut oil,Production,2013,53.61,t
Mauritius,Coconut oil,Production,2014,62.21,t
Mauritius,Coconut oil,Production,2015,8.57,t
Mauritius,Coconut oil,Production,2016,9.01,t
Mauritius,Coconut oil,Production,2017,9.64,t
Mauritius,Coconut oil,Production,2018,8.81,t
Mauritius,Coconut oil,Production,2019,6.81,t
Mauritius,Coconut oil,Production,2020,7.17,t
Mauritius,Coconut oil,Production,2021,5.82,t
Mauritius,Coconut oil,Production,2022,6.64,t
Mauritius,"Coconuts, in shell",Area harvested,2000,500,ha
Mauritius,"Coconuts, in shell",Area harvested,2001,500,ha
Mauritius,"Coconuts, in shell",Area harvested,2002,500,ha
Mauritius,"Coconuts, in shell",Area harvested,2003,500,ha
Mauritius,"Coconuts, in shell",Area harvested,2004,500,ha
Mauritius,"Coconuts, in shell",Area harvested,2005,500,ha
Mauritius,"Coconuts, in shell",Area harvested,2006,500,ha
Mauritius,"Coconuts, in shell",Area harvested,2007,500,ha
Mauritius,"Coconuts, in shell",Area harvested,2008,500,ha
Mauritius,"Coconuts, in shell",Area harvested,2009,500,ha
Mauritius,"Coconuts, in shell",Area harvested,2010,506,ha
Mauritius,"Coconuts, in shell",Area harvested,2011,507,ha
Mauritius,"Coconuts, in shell",Area harvested,2012,565,ha
Mauritius,"Coconuts, in shell",Area harvested,2013,541,ha
Mauritius,"Coconuts, in shell",Area harvested,2014,486,ha
Mauritius,"Coconuts, in shell",Area harvested,2015,273,ha
Mauritius,"Coconuts, in shell",Area harvested,2016,275,ha
Mauritius,"Coconuts, in shell",Area harvested,2017,415,ha
Mauritius,"Coconuts, in shell",Area harvested,2018,418,ha
Mauritius,"Coconuts, in shell",Area harvested,2019,422,ha
Mauritius,"Coconuts, in shell",Area harvested,2020,422,ha
Mauritius,"Coconuts, in shell",Area harvested,2021,420,ha
Mauritius,"Coconuts, in shell",Area harvested,2022,421,ha
Mauritius,"Coconuts, in shell",Area harvested,2023,398,ha
Mauritius,"Coconuts, in shell",Yield,2000,3000,kg/ha
Mauritius,"Coconuts, in shell",Yield,2001,3000,kg/ha
Mauritius,"Coconuts, in shell",Yield,2002,3000,kg/ha
Mauritius,"Coconuts, in shell",Yield,2003,3000,kg/ha
Mauritius,"Coconuts, in shell",Yield,2004,3000,kg/ha
Mauritius,"Coconuts, in shell",Yield,2005,3000,kg/ha
Mauritius,"Coconuts, in shell",Yield,2006,3000,kg/ha
Mauritius,"Coconuts, in shell",Yield,2007,3000,kg/ha
Mauritius,"Coconuts, in shell",Yield,2008,3000,kg/ha
Mauritius,"Coconuts, in shell",Yield,2009,3000,kg/ha
Mauritius,"Coconuts, in shell",Yield,2010,2965.4,kg/ha
Mauritius,"Coconuts, in shell",Yield,2011,2961.2,kg/ha
Mauritius,"Coconuts, in shell",Yield,2012,2985.1,kg/ha
Mauritius,"Coconuts, in shell",Yield,2013,2980.1,kg/ha
Mauritius,"Coconuts, in shell",Yield,2014,2960.5,kg/ha
Mauritius,"Coconuts, in shell",Yield,2015,2934.7,kg/ha
Mauritius,"Coconuts, in shell",Yield,2016,4369.5,kg/ha
Mauritius,"Coconuts, in shell",Yield,2017,2890.1,kg/ha
Mauritius,"Coconuts, in shell",Yield,2018,2870.2,kg/ha
Mauritius,"Coconuts, in shell",Yield,2019,2846.9,kg/ha
Mauritius,"Coconuts, in shell",Yield,2020,2844.6,kg/ha
Mauritius,"Coconuts, in shell",Yield,2021,2857.1,kg/ha
Mauritius,"Coconuts, in shell",Yield,2022,2850.5,kg/ha
Mauritius,"Coconuts, in shell",Yield,2023,2843.9,kg/ha
Mauritius,"Coconuts, in shell",Production,2000,1500,t
Mauritius,"Coconuts, in shell",Production,2001,1500,t
Mauritius,"Coconuts, in shell",Production,2002,1500,t
Mauritius,"Coconuts, in shell",Production,2003,1500,t
Mauritius,"Coconuts, in shell",Production,2004,1500,t
Mauritius,"Coconuts, in shell",Production,2005,1500,t
Mauritius,"Coconuts, in shell",Production,2006,1500,t
Mauritius,"Coconuts, in shell",Production,2007,1500,t
Mauritius,"Coconuts, in shell",Production,2008,1500,t
Mauritius,"Coconuts, in shell",Production,2009,1500,t
Mauritius,"Coconuts, in shell",Production,2010,1500,t
Mauritius,"Coconuts, in shell",Production,2011,1500,t
Mauritius,"Coconuts, in shell",Production,2012,1688,t
Mauritius,"Coconuts, in shell",Production,2013,1612,t
Mauritius,"Coconuts, in shell",Production,2014,1440,t
Mauritius,"Coconuts, in shell",Production,2015,800,t
Mauritius,"Coconuts, in shell",Production,2016,1200,t
Mauritius,"Coconuts, in shell",Production,2017,1200,t
Mauritius,"Coconuts, in shell",Production,2018,1200,t
Mauritius,"Coconuts, in shell",Production,2019,1200,t
Mauritius,"Coconuts, in shell",Production,2020,1200,t
Mauritius,"Coconuts, in shell",Production,2021,1200,t
Mauritius,"Coconuts, in shell",Production,2022,1200,t
Mauritius,"Coconuts, in shell",Production,2023,1131.78,t
Mauritius,Cucumbers and gherkins,Area harvested,2000,530,ha
Mauritius,Cucumbers and gherkins,Area harvested,2001,600,ha
Mauritius,Cucumbers and gherkins,Area harvested,2002,639,ha
Mauritius,Cucumbers and gherkins,Area harvested,2003,737,ha
Mauritius,Cucumbers and gherkins,Area harvested,2004,790,ha
Mauritius,Cucumbers and gherkins,Area harvested,2005,620,ha
Mauritius,Cucumbers and gherkins,Area harvested,2006,696,ha
Mauritius,Cucumbers and gherkins,Area harvested,2007,616,ha
Mauritius,Cucumbers and gherkins,Area harvested,2008,572,ha
Mauritius,Cucumbers and gherkins,Area harvested,2009,651,ha
Mauritius,Cucumbers and gherkins,Area harvested,2010,715,ha
Mauritius,Cucumbers and gherkins,Area harvested,2011,669,ha
Mauritius,Cucumbers and gherkins,Area harvested,2012,714,ha
Mauritius,Cucumbers and gherkins,Area harvested,2013,688,ha
Mauritius,Cucumbers and gherkins,Area harvested,2014,811,ha
Mauritius,Cucumbers and gherkins,Area harvested,2015,944,ha
Mauritius,Cucumbers and gherkins,Area harvested,2016,582,ha
Mauritius,Cucumbers and gherkins,Area harvested,2017,651,ha
Mauritius,Cucumbers and gherkins,Area harvested,2018,648,ha
Mauritius,Cucumbers and gherkins,Area harvested,2019,509,ha
Mauritius,Cucumbers and gherkins,Area harvested,2020,328,ha
Mauritius,Cucumbers and gherkins,Area harvested,2021,404,ha
Mauritius,Cucumbers and gherkins,Area harvested,2022,369,ha
Mauritius,Cucumbers and gherkins,Area harvested,2023,382,ha
Mauritius,Cucumbers and gherkins,Yield,2000,16981.1,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2001,15594.1,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2002,15533,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2003,16038,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2004,15981,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2005,13980.6,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2006,15511.5,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2007,14342.5,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2008,15180.1,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2009,16983.1,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2010,15772,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2011,14360.2,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2012,13190.5,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2013,12632.3,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2014,12868.1,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2015,9354.9,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2016,11974.2,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2017,12876.3,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2018,12098.8,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2019,12045.2,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2020,11329.3,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2021,13898.5,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2022,16092.1,kg/ha
Mauritius,Cucumbers and gherkins,Yield,2023,19431.9,kg/ha
Mauritius,Cucumbers and gherkins,Production,2000,9000,t
Mauritius,Cucumbers and gherkins,Production,2001,9363.41,t
Mauritius,Cucumbers and gherkins,Production,2002,9929.32,t
Mauritius,Cucumbers and gherkins,Production,2003,11820,t
Mauritius,Cucumbers and gherkins,Production,2004,12625,t
Mauritius,Cucumbers and gherkins,Production,2005,8668,t
Mauritius,Cucumbers and gherkins,Production,2006,10796,t
Mauritius,Cucumbers and gherkins,Production,2007,8835,t
Mauritius,Cucumbers and gherkins,Production,2008,8683,t
Mauritius,Cucumbers and gherkins,Production,2009,11056,t
Mauritius,Cucumbers and gherkins,Production,2010,11277,t
Mauritius,Cucumbers and gherkins,Production,2011,9607,t
Mauritius,Cucumbers and gherkins,Production,2012,9418,t
Mauritius,Cucumbers and gherkins,Production,2013,8691,t
Mauritius,Cucumbers and gherkins,Production,2014,10436,t
Mauritius,Cucumbers and gherkins,Production,2015,8831,t
Mauritius,Cucumbers and gherkins,Production,2016,6969,t
Mauritius,Cucumbers and gherkins,Production,2017,8376.54,t
Mauritius,Cucumbers and gherkins,Production,2018,7840,t
Mauritius,Cucumbers and gherkins,Production,2019,6131,t
Mauritius,Cucumbers and gherkins,Production,2020,3716,t
Mauritius,Cucumbers and gherkins,Production,2021,5615,t
Mauritius,Cucumbers and gherkins,Production,2022,5938,t
Mauritius,Cucumbers and gherkins,Production,2023,7423,t
Mauritius,Ducks,Stocks,2000,25,1000 An
Mauritius,Ducks,Stocks,2001,25,1000 An
Mauritius,Ducks,Stocks,2002,25,1000 An
Mauritius,Ducks,Stocks,2003,25,1000 An
Mauritius,Ducks,Stocks,2004,25,1000 An
Mauritius,Ducks,Stocks,2005,25,1000 An
Mauritius,Ducks,Stocks,2006,26,1000 An
Mauritius,Ducks,Stocks,2007,25,1000 An
Mauritius,Ducks,Stocks,2008,25,1000 An
Mauritius,Ducks,Stocks,2009,30,1000 An
Mauritius,Ducks,Stocks,2010,30,1000 An
Mauritius,Ducks,Stocks,2011,30,1000 An
Mauritius,Ducks,Stocks,2012,35,1000 An
Mauritius,Ducks,Stocks,2013,35,1000 An
Mauritius,Ducks,Stocks,2014,35,1000 An
Mauritius,Ducks,Stocks,2015,36,1000 An
Mauritius,Ducks,Stocks,2016,37,1000 An
Mauritius,Ducks,Stocks,2017,36,1000 An
Mauritius,Ducks,Stocks,2018,36,1000 An
Mauritius,Ducks,Stocks,2019,36,1000 An
Mauritius,Ducks,Stocks,2020,38,1000 An
Mauritius,Ducks,Stocks,2021,37,1000 An
Mauritius,Ducks,Stocks,2022,38,1000 An
Mauritius,Ducks,Stocks,2023,38,1000 An
Mauritius,"Edible offal of cattle, fresh, chilled or frozen",Production,2000,254.33,t
Mauritius,"Edible offal of cattle, fresh, chilled or frozen",Production,2001,177.31,t
Mauritius,"Edible offal of cattle, fresh, chilled or frozen",Production,2002,218.49,t
Mauritius,"Edible offal of cattle, fresh, chilled or frozen",Production,2003,224.74,t
Mauritius,"Edible offal of cattle, fresh, chilled or frozen",Production,2004,257.03,t
Mauritius,"Edible offal of cattle, fresh, chilled or frozen",Production,2005,261.36,t
Mauritius,"Edible offal of cattle, fresh, chilled or frozen",Production,2006,240.3,t
Mauritius,"Edible offal of cattle, fresh, chilled or frozen",Production,2007,156.12,t
Mauritius,"Edible offal of cattle, fresh, chilled or frozen",Production,2008,160.43,t
